gkz,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,GRÜNE,NEOS,PILZ,GILT,FLÖ,KPÖ,WEIßE,SLP,EUAUS,M,CPÖ,NBZ,ODP
G70609,Kappl,2088,1545,12,1533,111,967,375,13,44,16,3,2,2,0,,,,,,
G70610,Kaunerberg,327,221,1,220,30,138,31,4,12,3,0,0,1,1,,,,,,
G70611,Kaunertal,461,353,8,345,46,232,25,3,31,3,2,0,3,0,,,,,,
G70612,Kauns,399,261,2,259,26,159,51,9,8,3,0,0,3,0,,,,,,
G70613,Ladis,412,219,4,215,18,99,58,7,16,9,4,3,1,0,,,,,,
G70614,Landeck,5639,3611,25,3586,1019,1192,818,144,260,91,32,4,21,5,,,,,,
G70615,Nauders,1125,768,9,759,102,398,198,11,30,12,2,1,2,3,,,,,,
G70616,Pettneu am Arlberg,1124,731,8,723,156,315,152,20,57,19,0,0,3,1,,,,,,
G70617,Pfunds,1969,1335,11,1324,217,661,335,26,42,20,11,2,5,5,,,,,,
G70618,Pians,613,464,2,462,93,212,93,12,30,15,3,0,3,1,,,,,,
G70619,Prutz,1309,874,10,864,189,339,183,49,51,21,12,6,7,7,,,,,,
G70620,Ried im Oberinntal,924,553,2,551,91,294,87,15,27,20,12,0,5,0,,,,,,
G70621,St. Anton am Arlberg,1770,1087,12,1075,128,577,154,40,127,29,12,3,4,1,,,,,,
G70622,Schönwies,1318,937,6,931,324,307,185,20,53,31,6,1,3,1,,,,,,
G70623,See,940,655,4,651,66,359,188,4,17,6,8,0,3,0,,,,,,
G70624,Serfaus,861,571,5,566,46,344,87,21,46,14,2,1,3,2,,,,,,
G70625,Spiss,96,54,1,53,2,24,22,1,1,2,1,0,0,0,,,,,,
G70626,Stanz bei Landeck,478,345,6,339,91,133,58,13,27,13,0,0,3,1,,,,,,
G70627,Strengen,964,693,9,684,206,276,143,9,25,17,2,0,5,1,,,,,,
G70628,Tobadill,406,279,1,278,45,138,71,5,7,4,5,1,1,1,,,,,,
G70629,Tösens,566,322,7,315,32,156,85,7,16,12,4,0,3,0,,,,,,
G70630,Zams,2681,1822,14,1808,451,714,336,73,141,66,10,3,6,8,,,,,,
G70699,Wahlkarten - Landeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G70700,Lienz,39710,26099,311,25788,4166,12062,6497,693,1250,771,179,30,84,56,,,,,,
G70701,Abfaltersbach,485,366,8,358,37,236,57,4,17,4,2,0,0,1,,,,,,
G70702,Ainet,770,511,4,507,61,224,159,16,20,20,5,1,1,0,,,,,,
G70703,Amlach,366,250,2,248,35,94,88,7,12,8,4,0,0,0,,,,,,
G70704,Anras,1000,702,11,691,89,396,150,16,28,12,0,0,0,0,,,,,,
G70705,Assling,1478,1071,17,1054,143,612,189,27,39,30,5,2,4,3,,,,,,
G70706,Außervillgraten,647,471,5,466,66,296,73,5,14,8,3,0,1,0,,,,,,
G70707,Dölsach,1860,1265,21,1244,232,491,358,37,67,37,10,2,6,4,,,,,,
G70708,Gaimberg,675,496,6,490,53,256,104,15,34,25,1,0,0,2,,,,,,
G70709,Hopfgarten in Defereggen,615,402,8,394,30,254,80,7,14,2,6,1,0,0,,,,,,
G70710,Innervillgraten,745,518,1,517,51,350,87,1,12,12,2,1,1,0,,,,,,
G70711,Iselsberg-Stronach,474,319,4,315,43,143,85,15,15,11,2,0,1,0,,,,,,
G70712,Kals am Großglockner,940,598,3,595,48,359,149,9,13,11,3,0,3,0,,,,,,
G70713,Kartitsch,653,424,0,424,26,307,64,6,9,10,0,0,2,0,,,,,,
G70714,Lavant,259,185,1,184,25,80,58,1,14,3,2,0,0,1,,,,,,
G70715,Leisach,600,401,5,396,77,176,89,14,18,15,2,0,5,0,,,,,,
G70716,Lienz,9584,5765,56,5709,1502,1936,1330,218,333,274,60,10,27,19,,,,,,
G70717,Matrei in Osttirol,3866,2575,29,2546,250,1093,919,57,151,55,9,1,8,3,,,,,,
G70718,Nikolsdorf,701,482,9,473,70,242,95,23,22,12,5,0,2,2,,,,,,
G70719,Nußdorf-Debant,2668,1788,21,1767,426,627,485,64,93,56,8,2,3,3,,,,,,
G70720,Oberlienz,1234,824,6,818,104,415,193,32,27,30,11,0,1,5,,,,,,
G70721,Obertilliach,567,375,6,369,19,239,81,6,10,9,0,1,1,3,,,,,,
G70723,Prägraten am Großvenediger,962,606,9,597,30,335,198,9,17,6,0,0,0,2,,,,,,
G70724,St. Jakob in Defereggen,712,418,4,414,45,259,77,2,15,12,2,0,2,0,,,,,,
G70725,St. Johann im Walde,228,165,2,163,19,102,29,0,5,5,2,0,1,0,,,,,,
G70726,St. Veit in Defereggen,552,336,4,332,29,186,89,3,12,10,0,1,2,0,,,,,,
G70727,Schlaiten,393,269,2,267,25,131,78,3,13,10,3,1,1,2,,,,,,
G70728,Sillian,1683,1145,11,1134,182,608,235,20,62,14,9,2,2,0,,,,,,
G70729,Strassen,642,462,6,456,63,265,80,15,22,9,0,0,2,0,,,,,,
G70731,Thurn,519,382,11,371,45,194,67,20,27,11,3,0,2,2,,,,,,
G70732,Tristach,1121,790,6,784,141,352,178,21,51,24,12,2,1,2,,,,,,
G70733,Untertilliach,183,112,2,110,12,68,20,0,6,1,1,1,1,0,,,,,,
G70734,Virgen,1740,1100,19,1081,129,440,443,11,35,11,4,2,4,2,,,,,,
G70735,Heinfels,788,526,12,514,59,296,110,9,23,14,3,0,0,0,,,,,,
G70799,Wahlkarten - Lienz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G70800,Reutte,22739,14092,164,13928,2486,6264,3458,461,724,356,63,19,66,31,,,,,,
G70801,Bach,479,314,5,309,35,139,98,3,16,12,3,0,3,0,,,,,,
G70802,Berwang,408,284,0,284,39,150,68,6,16,5,0,0,0,0,,,,,,
G70803,Biberwier,436,314,2,312,51,157,88,4,7,3,1,0,0,1,,,,,,
G70804,Bichlbach,545,382,2,380,81,182,69,7,22,8,3,4,2,2,,,,,,
G70805,Breitenwang,1087,613,9,604,151,206,123,50,38,28,3,1,3,1,,,,,,
G70806,Ehenbichl,636,386,2,384,80,158,96,13,17,18,1,0,1,0,,,,,,
G70807,Ehrwald,1752,1120,15,1105,173,487,312,33,55,24,10,1,7,3,,,,,,
G70808,Elbigenalp,663,467,5,462,47,234,132,9,26,9,2,0,2,1,,,,,,
G70809,Elmen,291,208,3,205,28,117,38,9,8,2,0,0,1,2,,,,,,
G70810,Forchach,193,138,4,134,19,55,52,1,5,1,1,0,0,0,,,,,,
G70811,Grän,376,253,5,248,11,165,43,2,22,2,3,0,0,0,,,,,,
G70812,Gramais,33,24,0,24,1,17,3,2,0,0,0,1,0,0,,,,,,
G70813,Häselgehr,530,341,7,334,33,165,96,6,19,11,2,0,2,0,,,,,,
G70814,Heiterwang,399,245,1,244,31,119,69,4,9,7,0,1,2,2,,,,,,
G70815,Hinterhornbach,70,54,0,54,0,45,6,1,2,0,0,0,0,0,,,,,,
G70816,Höfen,929,595,7,588,102,262,158,18,35,9,2,1,1,0,,,,,,
G70817,Holzgau,306,212,1,211,23,110,60,5,10,2,1,0,0,0,,,,,,
G70818,Jungholz,100,65,0,65,3,52,6,4,0,0,0,0,0,0,,,,,,
G70819,Kaisers,58,39,1,38,5,16,6,1,6,3,0,0,0,1,,,,,,
G70820,Lechaschau,1465,894,9,885,209,325,245,39,33,22,5,0,6,1,,,,,,
G70821,Lermoos,779,484,4,480,39,252,113,13,41,13,4,1,4,0,,,,,,
G70822,Musau,283,175,2,173,44,92,24,0,8,3,0,1,1,0,,,,,,
G70823,Namlos,65,43,0,43,2,27,13,0,1,0,0,0,0,0,,,,,,
G70824,Nesselwängle,324,206,2,204,20,114,42,8,14,1,0,1,2,2,,,,,,
G70825,Pfafflar,86,44,0,44,7,26,5,3,3,0,0,0,0,0,,,,,,
G70826,Pflach,922,555,12,543,121,217,144,18,27,12,1,0,3,0,,,,,,
G70827,Pinswang,287,190,5,185,30,86,38,13,11,5,0,0,0,2,,,,,,
G70828,Reutte,4243,2310,22,2288,646,784,531,94,126,75,10,5,14,3,,,,,,
G70829,Schattwald,302,173,3,170,15,101,25,8,14,6,1,0,0,0,,,,,,
G70830,Stanzach,348,210,2,208,31,87,56,8,16,10,0,0,0,0,,,,,,
G70831,Steeg,536,351,6,345,20,191,94,11,20,4,0,0,0,5,,,,,,
G70832,Tannheim,703,430,5,425,38,241,101,14,19,8,3,0,0,1,,,,,,
G70833,Vils,1078,657,6,651,112,330,138,17,29,18,0,1,5,1,,,,,,
G70834,Vorderhornbach,206,147,0,147,19,86,28,7,4,3,0,0,0,0,,,,,,
G70835,Wängle,690,473,8,465,86,200,121,12,27,12,4,1,2,0,,,,,,
G70836,Weißenbach am Lech,959,599,7,592,131,207,198,14,15,16,3,0,5,3,,,,,,
G70837,Zöblen,172,97,2,95,3,62,19,4,3,4,0,0,0,0,,,,,,
G70899,Wahlkarten - Reutte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G70900,Schwaz,60658,39502,392,39110,6981,16011,11633,1016,1773,1130,242,77,174,73,,,,,,
G70901,Achenkirch,1577,949,10,939,115,457,278,6,48,18,13,2,1,1,,,,,,
G70902,Aschau im Zillertal,1353,822,7,815,108,400,247,12,28,14,6,0,0,0,,,,,,
G70903,Brandberg,275,190,2,188,15,106,56,4,3,3,1,0,0,0,,,,,,
G70904,Bruck am Ziller,838,606,3,603,63,304,198,5,17,11,2,2,1,0,,,,,,
G70905,Buch in Tirol,1990,1431,20,1411,278,467,493,43,64,40,17,0,8,1,,,,,,
G70907,Eben am Achensee,2078,1267,10,1257,191,545,354,45,71,43,5,1,1,1,,,,,,
G70908,Finkenberg,1111,741,9,732,105,379,174,14,32,17,8,2,0,1,,,,,,
G70909,Fügen,2787,1737,11,1726,271,715,552,34,78,58,7,4,3,4,,,,,,
G70910,Fügenberg,1031,634,1,633,69,330,196,13,6,12,3,3,1,0,,,,,,
G70911,Gallzein,485,337,3,334,41,141,125,5,11,10,1,0,0,0,,,,,,
G70912,Gerlos,602,406,0,406,50,240,88,4,12,5,4,2,0,1,,,,,,
G70913,Gerlosberg,370,235,3,232,17,126,77,0,9,2,0,0,0,1,,,,,,
G70914,Hainzenberg,536,370,2,368,52,190,102,5,10,5,0,2,2,0,,,,,,
G70915,Hart im Zillertal,1182,749,7,742,92,365,221,10,26,18,3,5,1,1,,,,,,
G70916,Hippach,1094,662,8,654,50,387,175,4,14,15,2,1,4,2,,,,,,
G70917,Jenbach,4913,3024,28,2996,826,783,968,108,152,99,21,4,27,8,,,,,,
G70918,Kaltenbach,908,580,8,572,123,222,187,16,11,6,2,0,2,3,,,,,,
G70920,Mayrhofen,2559,1537,10,1527,245,695,374,48,98,44,11,4,4,4,,,,,,
G70921,Pill,917,652,8,644,79,259,245,11,20,19,9,1,0,1,,,,,,
G70922,Ramsau im Zillertal,1196,747,9,738,104,339,221,18,29,22,1,2,2,0,,,,,,
G70923,Ried im Zillertal,933,584,5,579,84,303,135,17,25,12,3,0,0,0,,,,,,
G70924,Rohrberg,416,302,1,301,46,145,96,3,3,6,1,1,0,0,,,,,,
G70925,Schlitters,1056,665,7,658,91,288,218,18,24,12,3,1,2,1,,,,,,
G70926,Schwaz,9941,6404,83,6321,1493,1968,1837,259,392,244,48,9,46,25,,,,,,
G70927,Schwendau,1217,801,11,790,72,402,254,8,21,18,5,5,3,2,,,,,,
G70928,Stans,1590,1176,14,1162,241,450,342,32,52,33,4,0,4,4,,,,,,
G70929,Steinberg am Rofan,209,148,0,148,14,89,37,1,2,3,1,0,1,0,,,,,,
G70930,Strass im Zillertal,638,436,6,430,70,199,102,9,21,13,2,3,11,0,,,,,,
G70931,Stumm,1435,884,13,871,170,395,228,17,29,27,2,2,0,1,,,,,,
G70932,Stummerberg,659,409,1,408,39,233,123,1,7,3,0,2,0,0,,,,,,
G70933,Terfens,1629,1174,9,1165,201,468,327,42,62,44,7,4,9,1,,,,,,
G70934,Tux,1417,1018,19,999,120,561,228,16,53,11,5,1,4,0,,,,,,
G70935,Uderns,1323,912,10,902,175,341,311,10,35,19,6,1,1,3,,,,,,
G70936,Vomp,3748,2540,19,2521,551,895,732,90,138,78,13,7,13,4,,,,,,
G70937,Weer,1202,825,4,821,156,300,268,20,31,28,7,1,8,2,,,,,,
G70938,Weerberg,1949,1329,9,1320,134,677,406,21,50,22,8,1,1,0,,,,,,
G70939,Wiesing,1630,1135,10,1125,261,357,359,31,45,57,4,2,8,1,,,,,,
G70940,Zell am Ziller,1346,735,5,730,125,328,192,13,32,32,6,0,2,0,,,,,,
G70941,Zellberg,518,349,7,342,44,162,107,3,12,7,1,2,4,0,,,,,,
G70999,Wahlkarten - Schwaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G80000,Vorarlberg,272909,163273,1101,162172,29024,55972,42114,10346,13903,4354,1628,327,991,361,,,183,338,2631,
G80099,Wahlkarten - Vorarlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
G8A000,Vorarlberg Nord,152295,90890,579,90311,15600,32321,22932,5662,7559,2449,773,140,508,191,,,97,157,1922,
G8A099,Wahlkarten - Vorarlberg Nord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
G8B000,Vorarlberg Süd,120614,72383,522,71861,13424,23651,19182,4684,6344,1905,855,187,483,170,,,86,181,709,
G8B099,Wahlkarten - Vorarlberg Süd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
G80100,Bludenz,45444,27323,209,27114,5571,9096,7587,1109,2229,663,246,87,151,73,,,28,72,202,
G80101,Bartholomäberg,1741,1095,5,1090,177,373,396,27,77,19,7,6,2,1,,,1,3,1,
G80102,Blons,227,158,1,157,3,105,22,2,21,2,1,0,1,0,,,0,0,0,
G80103,Bludenz,9616,5512,46,5466,1548,1430,1445,248,394,174,49,12,48,11,,,5,15,87,
G80104,Bludesch,1531,961,5,956,210,270,272,51,68,19,15,3,9,7,,,2,3,27,
G80105,Brand,491,294,1,293,34,139,71,8,22,13,3,0,1,2,,,0,0,0,
G80106,Bürs,2310,1331,8,1323,421,349,330,50,84,40,10,3,10,2,,,3,4,17,
G80107,Bürserberg,424,253,3,250,26,105,83,11,16,4,4,0,1,0,,,0,0,0,
G80108,Dalaas,1143,770,4,766,155,208,206,17,149,15,12,0,1,1,,,1,0,1,
G80109,Fontanella,342,247,0,247,5,182,36,6,15,1,0,0,1,0,,,1,0,0,
G80110,Gaschurn,1154,675,6,669,108,255,228,13,43,8,1,5,1,6,,,1,0,0,
G80111,Innerbraz,742,472,1,471,131,139,106,23,61,5,2,1,3,0,,,0,0,0,
G80112,Klösterle,510,302,3,299,56,106,70,3,53,6,3,1,0,1,,,0,0,0,
G80113,Lech,1128,440,6,434,33,257,45,12,72,5,7,0,3,0,,,0,0,0,
G80114,Lorüns,203,133,3,130,19,51,39,4,11,6,0,0,0,0,,,0,0,0,
G80115,Ludesch,2372,1397,11,1386,243,402,410,87,141,35,26,3,10,5,,,2,8,14,
G80116,Nenzing,4585,2837,17,2820,447,805,1043,124,222,70,34,10,15,12,,,1,6,31,
G80117,Nüziders,3699,2327,16,2311,644,721,482,124,210,68,23,5,12,8,,,1,5,8,
G80118,Raggal,632,412,2,410,39,236,70,20,28,6,5,2,0,1,,,0,3,0,
G80119,St. Anton im Montafon,516,344,7,337,64,129,89,19,22,6,1,0,5,1,,,1,0,0,
G80120,St. Gallenkirch,1714,1011,5,1006,187,343,374,15,61,9,3,6,4,1,,,0,3,0,
G80121,St. Gerold,280,175,1,174,17,87,46,6,13,2,3,0,0,0,,,0,0,0,
G80122,Schruns,2739,1592,24,1568,277,591,414,77,129,46,11,6,6,2,,,2,4,3,
G80123,Silbertal,671,470,6,464,65,196,176,7,14,4,2,0,0,0,,,0,0,0,
G80124,Sonntag,519,369,5,364,21,247,37,11,27,4,2,2,2,0,,,0,11,0,
G80125,Stallehr,211,143,2,141,29,63,31,2,12,1,1,0,1,1,,,0,0,0,
G80126,Thüringen,1632,978,6,972,185,327,248,64,84,29,8,1,9,0,,,4,4,9,
G80127,Thüringerberg,550,376,1,375,38,199,76,15,38,7,1,0,0,0,,,1,0,0,
G80128,Tschagguns,1730,1026,4,1022,162,387,315,33,61,32,6,10,5,5,,,2,3,1,
G80129,Vandans,2032,1223,10,1213,227,394,427,30,81,27,6,11,1,6,,,0,0,3,
G80199,Wahlkarten - Bludenz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
G80200,Bregenz,92113,56237,379,55858,9449,21549,13365,3347,4555,1456,504,83,300,107,,,62,102,979,
G80201,Alberschwende,2432,1702,16,1686,151,803,382,106,163,44,14,2,4,3,,,2,2,10,
G80202,Andelsbuch,1796,1255,13,1242,136,610,191,93,146,32,15,1,6,1,,,1,0,10,
G80203,Au,1360,894,8,886,44,501,191,31,97,11,6,0,1,0,,,0,3,1,
G80204,Bezau,1380,823,2,821,85,433,142,23,101,16,5,3,1,2,,,1,1,8,
G80205,Bildstein,588,403,1,402,41,184,112,15,31,11,3,1,2,0,,,1,1,0,
G80206,Bizau,778,510,0,510,42,270,101,23,64,4,2,0,1,0,,,1,0,2,
G80207,Bregenz,19394,11094,88,11006,2931,2989,2577,763,718,398,108,22,78,23,,,17,24,358,
G80208,Buch,462,341,1,340,22,157,91,18,38,5,4,1,2,0,,,1,1,0,
G80209,Damüls,225,147,0,147,8,102,23,3,9,2,0,0,0,0,,,0,0,0,
G80210,Doren,748,545,9,536,39,309,110,24,35,6,11,0,1,1,,,0,0,0,
G80211,Egg,2707,1753,11,1742,135,875,354,113,190,35,12,1,6,6,,,2,7,6,
G80212,Eichenberg,266,185,3,182,10,132,14,5,9,5,4,1,1,1,,,0,0,0,
G80213,Fußach,2626,1626,7,1619,321,501,517,75,99,28,11,5,8,6,,,3,0,45,
G80214,Gaißau,1316,797,4,793,128,301,233,29,56,15,13,0,1,1,,,1,1,14,
G80215,Hard,9264,5429,23,5406,1146,1621,1391,364,425,186,64,5,41,13,,,6,4,140,
G80216,Hittisau,1413,891,7,884,97,429,189,52,79,15,10,1,4,0,,,0,1,7,
G80217,Höchst,5620,2963,11,2952,446,1072,801,183,244,59,35,3,17,5,,,3,6,78,
G80218,Hörbranz,4550,2850,26,2824,508,1030,795,143,167,66,27,9,18,6,,,5,5,45,
G80219,Hohenweiler,899,558,0,558,99,246,113,36,31,18,3,0,4,2,,,1,4,1,
G80220,Kennelbach,1379,856,8,848,181,269,230,47,71,25,6,1,5,2,,,0,3,8,
G80221,Krumbach,766,526,4,522,60,233,143,24,35,14,4,0,0,2,,,2,5,0,
G80222,Langen bei Bregenz,1052,749,7,742,77,369,207,20,50,10,7,0,0,1,,,1,0,0,
G80223,Langenegg,807,556,5,551,44,297,134,14,39,9,6,1,4,0,,,1,2,0,
G80224,Lauterach,7079,4401,26,4375,756,1458,1280,253,343,105,33,9,31,11,,,4,3,89,
G80225,Lingenau,1085,769,9,760,89,414,119,43,61,23,3,0,1,4,,,1,2,0,
G80226,Lochau,4096,2237,13,2224,465,764,461,169,177,86,14,5,9,6,,,3,3,62,
G80227,Mellau,959,586,0,586,52,254,165,30,63,8,4,1,1,0,,,2,0,6,
G80228,Mittelberg,2404,1180,7,1173,147,525,246,104,106,18,18,0,2,1,,,0,6,0,
G80229,Möggers,397,295,1,294,23,170,66,10,16,6,0,1,1,0,,,0,1,0,
G80230,Reuthe,448,251,2,249,27,114,64,7,22,5,3,0,1,0,,,0,0,6,
G80231,Riefensberg,712,486,6,480,36,253,128,15,40,4,2,0,1,0,,,0,1,0,
G80232,Schnepfau,342,229,0,229,17,114,45,30,19,4,0,0,0,0,,,0,0,0,
G80233,Schoppernau,698,511,5,506,28,288,114,6,65,4,0,0,1,0,,,0,0,0,
G80234,Schröcken,151,63,0,63,0,46,6,2,6,2,1,0,0,0,,,0,0,0,
G80235,Schwarzach,2855,1833,10,1823,296,706,386,131,211,53,19,2,10,3,,,0,0,6,
G80236,Schwarzenberg,1375,880,5,875,63,460,156,46,120,22,3,0,1,0,,,0,2,2,
G80237,Sibratsgfäll,321,215,3,212,10,146,27,12,13,1,1,0,0,0,,,0,2,0,
G80238,Sulzberg,1267,907,6,901,86,528,147,36,75,14,2,1,9,1,,,0,2,0,
G80239,Warth,139,86,1,85,6,51,22,1,4,1,0,0,0,0,,,0,0,0,
G80240,Wolfurt,5957,3855,31,3824,597,1525,892,248,317,86,31,7,27,6,,,3,10,75,
G80299,Wahlkarten - Bregenz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
G80300,Dornbirn,60182,34653,200,34453,6151,10772,9567,2315,3004,993,269,57,208,84,,,35,55,943,
G80301,Dornbirn,33910,20181,107,20074,3909,6263,5172,1445,1856,587,161,35,138,49,,,13,26,420,
G80302,Hohenems,10881,5936,42,5894,955,1763,1902,362,362,181,50,7,30,13,,,9,10,250,
G80303,Lustenau,15391,8536,51,8485,1287,2746,2493,508,786,225,58,15,40,22,,,13,19,273,
G80399,Wahlkarten - Dornbirn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
G80400,Feldkirch,75170,45060,313,44747,7853,14555,11595,3575,4115,1242,609,100,332,97,,,58,109,507,
G80401,Altach,4890,2994,18,2976,471,1034,767,268,232,63,44,4,26,9,,,7,9,42,
G80402,Düns,306,224,1,223,28,91,48,22,16,6,7,1,1,0,,,0,3,0,
G80403,Dünserberg,119,77,1,76,5,38,23,4,3,0,1,0,2,0,,,0,0,0,
G80404,Feldkirch,22912,13055,89,12966,2550,3776,3346,1059,1279,437,154,27,108,26,,,14,39,151,
G80405,Frastanz,4330,2556,20,2536,387,875,711,168,188,65,25,6,19,11,,,4,11,66,
G80406,Fraxern,519,342,1,341,27,169,78,21,22,8,5,4,6,1,,,0,0,0,
G80407,Göfis,2513,1575,6,1569,280,547,392,106,165,40,19,4,8,1,,,4,3,0,
G80408,Götzis,7981,4764,24,4740,899,1427,1255,425,404,132,74,9,30,5,,,8,7,65,
G80409,Klaus,2291,1447,12,1435,244,512,301,125,166,36,28,1,8,5,,,0,5,4,
G80410,Koblach,3433,2065,14,2051,303,673,557,154,216,55,43,6,13,8,,,2,4,17,
G80411,Laterns,526,338,7,331,14,178,76,10,36,5,11,1,0,0,,,0,0,0,
G80412,Mäder,2833,1726,11,1715,288,506,568,90,135,35,22,4,10,2,,,4,5,46,
G80413,Meiningen,1593,1015,5,1010,163,313,336,71,71,24,22,1,2,3,,,0,1,3,
G80414,Rankweil,8385,4947,50,4897,939,1491,1194,480,440,142,49,11,45,8,,,7,7,84,
G80415,Röns,254,177,0,177,24,77,50,11,5,7,2,0,0,1,,,0,0,0,
G80416,Röthis,1491,886,3,883,110,317,204,85,116,24,14,3,6,0,,,1,1,2,
G80417,Satteins,2046,1309,7,1302,239,448,345,82,116,28,17,6,11,3,,,1,3,3,
G80418,Schlins,1610,1008,8,1000,226,355,231,59,73,22,16,2,5,3,,,2,1,5,
G80419,Schnifis,597,374,4,370,43,168,83,17,44,7,3,1,3,0,,,0,1,0,
G80420,Sulz,1849,1182,4,1178,217,406,267,112,103,31,17,1,7,3,,,1,1,12,
G80421,Übersaxen,497,321,7,314,13,138,110,17,26,5,2,0,1,1,,,0,1,0,
G80422,Viktorsberg,310,214,1,213,24,102,48,11,16,9,1,0,2,0,,,0,0,0,
G80423,Weiler,1501,929,12,917,141,344,222,65,88,22,13,2,11,4,,,2,1,2,
G80424,Zwischenwasser,2384,1535,8,1527,218,570,383,113,155,39,20,6,8,3,,,1,6,5,
G80499,Wahlkarten - Feldkirch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
G90000,Wien,1154184,692558,5865,686693,240147,141182,158860,36347,41366,50008,6232,728,9450,763,449,500,,,,661
G90099,Wahlkarten - Wien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G9A000,Wien Innen-Süd,108806,61820,422,61398,22220,12542,9537,4652,4697,5815,500,48,1198,74,37,33,,,,45
G9A099,Wahlkarten - Wien Innen-Süd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G9B000,Wien Innen-West,96347,55580,264,55316,18533,12867,6049,5349,4974,5832,403,48,1136,45,20,29,,,,31
G9B099,Wahlkarten - Wien Innen-West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G9C000,Wien Innen-Ost,107757,61879,556,61323,24392,9958,12688,4257,3267,4732,551,79,1126,74,71,44,,,,84
G9C099,Wahlkarten - Wien Innen-Ost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G9D000,Wien Süd,226187,132764,1420,131344,50214,21889,39585,4093,5158,7056,1202,157,1487,140,106,121,,,,136
G9D099,Wahlkarten - Wien Süd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G9E000,Wien Süd-West,210312,129747,1000,128747,41661,30679,27948,6753,8797,9647,1111,127,1607,149,57,86,,,,125
G9E099,Wahlkarten - Wien Süd-West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G9F000,Wien Nord-West,172570,102443,748,101695,33013,24943,17758,6916,7939,8185,881,101,1603,114,70,66,,,,106
G9F099,Wahlkarten - Wien Nord-West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G9G000,Wien Nord,232205,148325,1455,146870,50114,28304,45295,4327,6534,8741,1584,168,1293,167,88,121,,,,134
G9G099,Wahlkarten - Wien Nord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G90100,"Wien  1.,Innere Stadt",12034,6236,30,6206,1643,2343,714,349,605,478,22,4,39,4,0,3,,,,2
G90101,Innere Stadt,12034,6236,30,6206,1643,2343,714,349,605,478,22,4,39,4,0,3,,,,2
G90199,"Wahlkarten - Wien  1.,Innere Stadt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G90200,"Wien  2.,Leopoldstadt",60225,35395,273,35122,13737,5890,6361,2875,2144,2941,296,36,707,47,33,23,,,,32
G90201,Leopoldstadt,60225,35395,273,35122,13737,5890,6361,2875,2144,2941,296,36,707,47,33,23,,,,32
G90299,"Wahlkarten - Wien  2.,Leopoldstadt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G90300,"Wien  3.,Landstraße",56320,32031,225,31806,11229,6744,5302,2233,2390,2962,241,25,579,42,19,16,,,,24
G90301,Landstraße,56320,32031,225,31806,11229,6744,5302,2233,2390,2962,241,25,579,42,19,16,,,,24
G90399,"Wahlkarten - Wien  3.,Landstraße",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G90400,"Wien  4.,Wieden",20760,11751,56,11695,3890,2782,1452,947,1099,1181,90,9,215,15,4,5,,,,6
G90401,Wieden,20760,11751,56,11695,3890,2782,1452,947,1099,1181,90,9,215,15,4,5,,,,6
G90499,"Wahlkarten - Wien  4.,Wieden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G90500,"Wien  5.,Margareten",31726,18038,141,17897,7101,3016,2783,1472,1208,1672,169,14,404,17,14,12,,,,15
G90501,Margareten,31726,18038,141,17897,7101,3016,2783,1472,1208,1672,169,14,404,17,14,12,,,,15
G90599,"Wahlkarten - Wien  5.,Margareten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
G90600,"Wien  6.,Mariahilf",20793,12057,51,12006,4323,2385,1397,1192,1032,1282,98,11,265,5,3,7,,,,6
G90601,Mariahilf,20793,12057,51,12006,4323,2385,1397,1192,1032,1282,98,11,265,5,3,7,,,,6
